position,rec_id,year,country,commodity,location,fac_name,fac_type,dmslat,dmslong,latitude,longitude,precision,mm,op_comp,maininvest,othinvest,status,capacity,units,notes,cite
618,5645,2003,Israel,phosphoric acid,Rotem,nan,Plant,,,32.333,35.517,,S,Rotem Amfert Negev Ltd.,nan,nan,active,640.0,t / yr,,851
619,5646,2003,Israel,potash,Sdom,nan,Plant,,,31.072,35.4,,S,"Dead Sea Works (DSW) (ICL, 100%)",nan,nan,active,,t / yr,,851
620,5647,2003,Israel,potassium nitrate,Haifa,nan,Plant,,,32.816,34.989,,S,Haifa Chemicals,nan,nan,active,300.0,t / yr,,851
621,5648,2003,Israel,potassium nitrate,Mishor Rotem,nan,Plant,,,31.05,35.017,,S,Haifa Chemicals,nan,nan,active,200.0,t / yr,,851
622,5649,2003,Israel,salt,Atlit,nan,Plant,,,32.683,34.933,,S,Israel Salt Industries Ltd. (subsidiary of Danker Group),nan,nan,active,,t / yr,,851
623,5650,2003,Israel,salt,Eilat,nan,Plant,,,29.561,34.952,,S,Israel Salt Industries Ltd. (subsidiary of Danker Group),nan,nan,active,,t / yr,,851
624,5651,2003,Israel,salt,Kalia,nan,Plant,,,31.85,35.45,,S,Israel Salt Industries Ltd. (subsidiary of Danker Group),nan,nan,active,,t / yr,,851
625,5652,2003,Israel,salt,Sdom,nan,Plant,,,31.072,35.4,,S,Dead Sea Works,nan,nan,active,700.0,t / yr,,851
626,5653,2003,Israel,steel,Akko,nan,Plant,,,32.925,35.073,,,Hod Metals,nan,nan,active,200.0,t / yr,,851
627,5654,2003,Israel,steel,Ashdod,nan,Plant,,,31.817,34.65,,,Yehuda Steel Ltd.,nan,nan,active,150.0,t / yr,,851
628,5655,2003,Israel,steel - rolling,Akko,nan,Mill,,,32.924,35.073,,,Yehuda Steel Ltd.,nan,nan,active,220.0,t / yr,,851
629,5656,2003,Israel,steel - rolling,Ashdod,nan,Mill,,,31.817,34.65,,,Yehuda Steel Ltd.,nan,nan,active,120.0,t / yr,,851
630,5657,2003,Israel,steel - rolling,Gedera,nan,Mill,,,31.817,34.767,,,Yehuda Steel Ltd.,nan,nan,active,230.0,t / yr,,851
631,5658,2003,Israel,steel - rolling,Kiryat Gat,nan,Mill,,,31.6,34.767,,,Hod Metals,nan,nan,active,100.0,t / yr,,851
632,5659,2003,Israel,sulfuric acid,Rotem,nan,Plant,,,32.333,35.517,,,Rotem Amfert Negev,nan,nan,active,,t / yr,,851
633,5660,2003,Israel,zinc,Maalot,nan,Mine,,,33.015,35.282,,,Numinor Chemical Industries Ltd.,nan,nan,active,,t / yr,,851
634,5661,2003,Jordan,cement,Amman,nan,Plant,,,31.95,35.933,,,Arab Company for White Cement Industry,nan,nan,active,130.0,t / yr,,851
635,5662,2003,Jordan,cement,Fuhia,nan,Plant,,,32.011,35.767,,,Jordan Cement Factories Co. Ltd.,nan,nan,active,,t / yr,,851
636,5663,2003,Jordan,cement,Rashadia,nan,Plant,,,30.7,35.633,,,Jordan Cement Factories Co. Ltd.,nan,nan,active,,t / yr,,851
637,5664,2003,Jordan,fertilizer,Aqaba,nan,Plant,,,29.527,35.078,,S,Jordan Fertilizer Industry Company (JFIC),nan,nan,active,750.0,t / yr,,851
638,5665,2003,Jordan,fertilizer,Shiyada,nan,Plant,,,29.933,35.933,,S,Indo-Jordan Chemicals Company (IJC),nan,nan,active,300.0,t / yr,,851
639,5666,2003,Jordan,phosphate rock,al-Abiad,nan,Mine,,,30.817,35.983,,,Jordan Phosphate Mines Co. (JPMC),nan,nan,active,,t / yr,,851
640,5667,2003,Jordan,phosphate rock,al-Hasa,nan,Mine,,,30.82,35.98,,,Jordan Phosphate Mines Co. (JPMC),nan,nan,active,,t / yr,,851
641,5668,2003,Jordan,phosphate rock,Shidiya,nan,Mine,,,29.933,35.933,,,Jordan Phosphate Mines Co. (JPMC),nan,nan,active,,t / yr,,851
642,5669,2003,Jordan,phosphoric acid,Aqaba,nan,Plant,,,29.527,35.078,,,Nippon Jordan Fertilizer Company,nan,nan,active,430.0,t / yr,,851
643,5670,2003,Jordan,phosphoric acid,Shiyada,nan,Plant,,,29.933,35.933,,,IJC,nan,nan,active,225.0,t / yr,,851
644,5671,2003,Jordan,potash,al-Safi (As Safi),nan,Mine,,,31.036,35.467,,S,Arab Potash Company (APC),nan,nan,active,2000.0,t / yr,,851
645,5672,2003,Jordan,salt,al-Safi,nan,Mine,,,31.036,35.467,,S,Jordan Safi Salt Company (subsidiary of APC),nan,nan,active,,t / yr,,851
646,5673,2003,Jordan,salt,Azraq,nan,Mine,,,31.833,36.817,,S,Al-Azraq,nan,nan,active,,t / yr,,851
647,5674,2003,Jordan,steel - rolling,Amman,nan,Mill,,,31.95,35.933,,,Jordan Steel plc,nan,nan,active,250.0,t / yr,,851
648,5675,2003,Jordan,steel - rolling,Amman,nan,Mill,,,31.95,35.933,,,Petra Steel Industries Company,nan,nan,active,100.0,t / yr,,851
649,5676,2003,Jordan,steel - rolling,Awajan,nan,Mill,,,32.05,36.083,,,National Steel Industry Co.,nan,nan,active,100.0,t / yr,,851
650,5677,2003,Jordan,sulfuric acid,Aqaba,nan,Plant,,,29.527,35.078,,S,JFIC,nan,nan,active,,t / yr,,851
651,5678,2003,Jordan,sulfuric acid,Shiyada,nan,Plant,,,29.933,35.933,,S,IJC,nan,nan,active,660.0,t / yr,,851
681,5708,2003,Kuwait,cement,Kilns and mills at Shuaiba,nan,Plant,,,29.041,48.138,,,"Kuwait Cement Co. (Kuwait Investment Authority, 32.3%)",nan,nan,active,,t / yr,,851
682,5709,2003,Kuwait,coal - coke,Mina Abdulla refinery,nan,Plant,,,29.113,48.291,,,Kuwait National Petroleum Co. K.S.C. (Kuwait Petroleum Co.).,nan,nan,active,890.0,t / yr,,851
683,5710,2003,Kuwait,fertilizer - ammonia,"Plant B, Shuaiba",nan,Plant,,,29.041,48.138,,S,Petrochemical Industries Co. (Kuwait Petroleum Co.).,nan,nan,active,657.0,t / yr,,851
684,5711,2003,Kuwait,fertilizer - urea,"Plants A and B, Shuaiba",nan,Plant,,,29.041,48.138,,S,Petrochemical Industries Co.,nan,nan,active,400.0,t / yr,,851
685,5712,2003,Kuwait,sulfur,Mina Abudulla,nan,Plant,,,28.933,48.167,,,Kuwait National Petroleum Co. K.S.C.,nan,nan,active,440.0,t / yr,,851
686,5713,2003,Kuwait,sulfur,Mina al-Ahmadi,nan,Plant,,,29.077,48.084,,,Kuwait National Petroleum Co. K.S.C.,nan,nan,active,440.0,t / yr,,851
687,5714,2003,Kuwait,sulfur,Shuaiba,nan,Plant,,,29.041,48.138,,,Kuwait National Petroleum Co. K.S.C.,nan,nan,active,440.0,t / yr,,851
688,5715,2003,Kuwait,salt,Shuaiba,nan,Plant,,,29.041,48.138,,,Salt and Chlorine Factory (Al Ahlia Investment Co.).,nan,nan,active,,t / yr,,851
689,5716,2003,Kuwait,salt,Shuwaikh,nan,Plant,,,29.344,47.946,,,Salt and Chlorine Factory (Al Ahlia Investment Co.).,nan,nan,active,,t / yr,,851
690,5717,2003,Lebanon,cement,Chekka,nan,Plant,,,34.333,35.733,,,Ciementerie Nationale SAL,nan,nan,active,,t / yr,,851
691,5718,2003,Lebanon,cement,Chekka,nan,Plant,,,34.333,35.733,,,Societe des Ciments Libanais,nan,nan,active,,t / yr,,851
692,5719,2003,Lebanon,cement,Sibline,nan,Plant,,,33.617,35.433,,,Ciment de Sibline,nan,nan,active,,t / yr,,851
693,5720,2003,Lebanon,phosphate,Selaata,nan,Plant,,,34.283,35.667,,,Lebanon Chemicals Company SAL,nan,nan,active,,t / yr,,851
694,5721,2003,Lebanon,phosphoric acid,Selaata,nan,Plant,,,34.283,35.667,,,Lebanon Chemicals Company SAL,nan,nan,active,,t / yr,,851
695,5722,2003,Lebanon,steel,Amchit,nan,Plant,,,34.15,35.65,,,Consolidated Steel Lebanon SAL,nan,nan,active,300.0,t / yr,,851
698,5725,2003,Libya,ammonia,Marsa el Brega,nan,Plant,"30° 26' 00"" ","019° 35' 00""",30.433,19.583,,,Sirte Oil Co. for Production and Processing of Oil and Gas,nan,nan,active,,t / yr,,851
700,5727,2003,Libya,cement,"El Hawari, Benghazi Province",nan,"Mill, Kiln","31° 00' 00"" ","022° 30' 00""",31.0,22.5,,,Libyan Cement Co.,nan,nan,active,,t / yr,,851
701,5728,2003,Libya,cement,"Fataih, Derna",nan,"Mill, Kiln","32° 45' 54"" ","022° 38' 21""",32.765,22.639,,,Libyan Cement Co.,nan,nan,active,,t / yr,,851
702,5729,2003,Libya,cement,Libda (Homs 2),nan,"Mill, Kiln","32° 39' 00"" ","014° 16' 00""",32.65,14.267,,,Arab Cement Co.,nan,nan,active,,t / yr,,851
703,5730,2003,Libya,cement,"Souk el Khamis, Tripoli",nan,"Mill, Kiln","31° 00' 00"" ","015° 00' 00""",31.0,15.0,,,Arab Cement Co.,nan,nan,active,,t / yr,,851
704,5731,2003,Libya,cement clinker,Zliten,nan,Mill,"32° 28' 00"" ","014° 34' 00""",32.467,14.567,,,Arab Cement Co.,nan,nan,active,,t / yr,,851
705,5732,2003,Libya,iron - hot briquetted,Misurata,nan,Plant,"32° 22' 42"" ","015° 05' 26""",32.378,15.091,,,Libyan Iron and Steel Co.,nan,nan,active,,t / yr,,851
706,5733,2003,Libya,natural gas - liquified,Marsa el Brega,nan,Plant,"30° 25' 00"" ","019° 34' 43""",30.417,19.579,,,Sirte Oil Co. for Production and Processing of Oil and Gas,nan,nan,active,,t / yr,,851
707,5734,2003,Libya,methanol,Marsa el Brega,nan,Plant,"30° 25' 00"" ","019° 34' 43""",30.417,19.579,,,Sirte Oil Co. for Production and Processing of Oil and Gas,nan,nan,active,,t / yr,,851
708,5735,2003,Libya,petroleum - refined,Az Zawiya,nan,Plant,"30° 45' 00"" ","013° 46' 00""",30.517,13.767,,,Az Zawiya Oil Refining Co.,nan,nan,active,,42 gallon barrels / day,,851
709,5736,2003,Libya,petroleum - refined,Marsa el Brega,nan,Plant,"30° 25' 00"" ","019° 34' 43""",30.417,19.579,,,Libyan National Oil Co.,nan,nan,active,,42 gallon barrels / day,,851
710,5737,2003,Libya,petroleum - refined,Ras Lanuf,nan,Plant,"30° 31' 00"" ","018° 34' 00""",30.517,18.567,,,Ras Lanuf Oil and gas Processing Co.,nan,nan,active,,42 gallon barrels / day,,851
711,5738,2003,Libya,petroleum - refined,Sarir,nan,Plant,"27° 30' 00"" ","022° 30' 00""",27.5,22.5,,,Arabian Gulf Oil Co.,nan,nan,active,,42 gallon barrels / day,,851
712,5739,2003,Libya,petroleum - refined,Tobruk,nan,Plant,"32° 05' 01"" ","023° 58' 35""",32.084,23.976,,,Arabian Gulf Oil Co.,nan,nan,active,,42 gallon barrels / day,,851
713,5740,2003,Libya,sponge iron,Misurata,nan,Plant,"32° 22' 42"" ","015° 05' 26""",32.378,15.091,,,Libyan Iron and Steel Co.,nan,nan,active,,t / yr,,851
714,5741,2003,Libya,"steel - bar, rod",Misurata,nan,Plant,"32° 22' 42"" ","015° 05' 26""",32.378,15.091,,,Libyan Iron and Steel Co.,nan,nan,active,,t / yr,,851
715,5742,2003,Libya,steel - cold rolling,Misurata,nan,Plant,"32° 22' 42"" ","015° 05' 26""",32.378,15.091,,,Libyan Iron and Steel Co.,nan,nan,active,,t / yr,,851
716,5743,2003,Libya,steel - crude,Misurata,nan,Plant,"32° 22' 42"" ","015° 05' 26""",32.378,15.091,,,Libyan Iron and Steel Co.,nan,nan,active,,t / yr,,851
717,5744,2003,Libya,steel - hot strip,Misurata,nan,Plant,"32° 22' 42"" ","015° 05' 26""",32.378,15.091,,,Libyan Iron and Steel Co.,nan,nan,active,,t / yr,,851
718,5745,2003,Libya,fertilizer - urea,Marsa el Brega,nan,Plant,"30° 26' 00"" ","019° 35' 00""",30.433,19.583,,,Sirte Oil Co. for Production and Processing of Oil and Gas,nan,nan,active,,t / yr,,851
758,5785,2003,Morocco,arsenic,"Guemassa, Marrakech",nan,Mine,"31° 24' 36"" ","008° 24' 00""",31.41,-8.4,,,Compagnie de Tifnout Tiranimine (CTT),nan,nan,active,,t / yr,,851
759,5786,2003,Morocco,gold,"Iourim, Tiznit",nan,Mine,"29° 42' 36"" ","009° 42' 36""",29.71,-9.71,,,"Akka Gold Mining Company (Managem S.A., 70%)",nan,nan,active,3.0,t / yr,,851
760,5787,2003,Morocco,barite,Argana,nan,Mine,,,30.78,-8.12,,,Ste. Nord Africaine des Recherches et d'Exploitation,nan,nan,active,,t / yr,,851
761,5788,2003,Morocco,barite,Argana,nan,Mine,"30° 46' 48"" ","009° 06' 36""",30.78,-9.11,,,Société Nord Africaine de Recherches et d'Exploitation des Mines d'Argana (SNAREMA),nan,nan,active,,t / yr,,851
762,5789,2003,Morocco,barite,"Chemaia, Safi",nan,Mine,"32° 04' 48"" ","008° 36' 36""",32.08,-8.61,,,Morocco Minerals Co.,nan,nan,active,,t / yr,,851
763,5790,2003,Morocco,barite,"Errachidia, Figuig, and Ouarzazate",nan,Mine,"30° 55' 12"" ","006° 54' 36""",30.92,-6.91,,,Central d'Achat et de Développement de la Région Minière du Tafilalet et de Figuig (CADETAF) (artisanal miners),nan,nan,active,,t / yr,,851
764,5791,2003,Morocco,barite,"Jbel Abdellah, Errachidia",nan,Mine,"31° 39' 36"" ","007° 13' 48""",31.66,-7.23,,,Société Nouvelle Union des Metaux Maroc (SNUMM),nan,nan,active,,t / yr,,851
765,5792,2003,Morocco,barite,Safi,nan,Mine,,,32.3,-8.23,,,Cie. Marocaine des Barytes,nan,nan,active,,t / yr,,851
766,5793,2003,Morocco,barite,"Seksaoua, Marrakech",nan,Mine,"31° 37' 48"" ","008° 00' 00""",31.63,-8.0,,,Do. Société Nord Africaine de Recherches et d'Exploitation des Mines d'Argana (SNAREMA),nan,nan,active,,t / yr,,851
767,5794,2003,Morocco,barite,"Tazzarine, Ouarzazate",nan,Mine,"30° 48' 00"" ","005° 33' 36""",30.8,-5.56,,,Ouiselsat Mines S.A.,nan,nan,active,,t / yr,,851
768,5795,2003,Morocco,barite,Tichka,nan,Mine,"31° 21' 00"" ","007° 37' 48""",31.35,-7.63,,,Société Commerciale et Miniere du Sahara (SOCOMIS),nan,nan,active,,t / yr,,851
769,5796,2003,Morocco,barite,"Tichka, Marrakech",nan,Plant,"31° 37' 48"" ","008° 00' 00""",31.63,-8.0,,,Société Industrie Miniere Marocaine (IMM),nan,nan,active,,t / yr,,851
770,5797,2003,Morocco,barite,"Tinitine, Marrakech",nan,Mine,"31° 10' 48"" ","007° 55' 48""",31.18,-7.93,,,Société de Recherches et d'Exploitation Minieres Nadia,nan,nan,active,,t / yr,,851
771,5798,2003,Morocco,barite,"Tinjdad, Errachidia",nan,Mine,"31° 30' 00"" ","005° 01' 12""",31.5,-5.02,,,Société Zenaga,nan,nan,active,,t / yr,,851
772,5799,2003,Morocco,barite,"Zelmou, Figuig",nan,Mine,"32° 06' 00"" ","002° 51' 00""",32.1,-2.85,,,"Compagnie Marocaine des Barytes (COMABAR; Norbar Minerals AS, 55%)",nan,nan,active,,t / yr,,851
775,5802,2003,Morocco,bentonite,Azzouzet-Tidiennit,nan,Mine,"35° 08' 24"" ","003° 06' 36""",35.14,-3.11,,,"Compagnie Marocaine des Barytes (COMABAR) (Norbar Minerals AS, 55%)",nan,nan,active,,t / yr,,851
777,5804,2003,Morocco,celestite,"Jbel Kifane, Taounate",nan,Mine,"35° 18' 00"" ","005° 51' 00""",35.3,-5.85,,,Société Karia Mines,nan,nan,active,,t / yr,,851
778,5805,2003,Morocco,cement - portland,Agadir,nan,Mill,"30° 34' 48"" ","009° 09' 36""",30.58,-9.16,,,Société les Ciments du Maroc S.A. (CIMAR),nan,nan,active,,t / yr,,851
779,5806,2003,Morocco,cement - portland,Safi,nan,Mill,"29° 36' 36"" ","009° 10' 48""",29.61,-9.18,,,Société les Ciments du Maroc S.A. (CIMAR),nan,nan,active,,t / yr,,851
780,5807,2003,Morocco,cement - portland,"Cadem, at Meknes",nan,Mill,"33° 54' 00"" ","005° 33' 00""",33.9,-5.55,,,Asment de Temara,nan,nan,active,,t / yr,,851
781,5808,2003,Morocco,cement - portland,"Douar Laaouameur, south of Casablanca",nan,Mill,"33° 35' 24"" ","007° 36' 36""",33.59,-7.61,,,"Société Lafarge Ciments S.A. (Lafarge Maroc, 69.2%)",nan,nan,active,,t / yr,,851
783,5810,2003,Morocco,cement - portland,"Fès, at Ras El Ma",nan,Mill,"35° 07' 48"" ","002° 34' 48""",35.13,-2.58,,,Société Holcim (Maroc) S.A,nan,nan,active,,t / yr,,851
784,5811,2003,Morocco,cement - portland,Kiln and mill at Oujda,nan,Mill,"34° 40' 48"" ","001° 54' 36""",34.68,-1.91,,,"Société Holcim (Maroc) S.A. (Holcim Ltd. of Switzerland, 51%)",nan,nan,active,,t / yr,,851
786,5813,2003,Morocco,cement - portland,Marrakech,nan,Mill,"31° 37' 48"" ","008° 00' 00""",31.63,-8.0,,,Société les Ciments du Maroc S.A. (CIMAR),nan,nan,active,,t / yr,,851
787,5814,2003,Morocco,cement - portland,Nador,nan,Mill,"33° 36' 36"" ","003° 43' 48""",33.61,-3.73,,,Société Holcim (Maroc) S.A,nan,nan,active,,t / yr,,851
788,5815,2003,Morocco,cement - portland,"Tamuda, at Tétouan",nan,Mill,"35° 33' 00"" ","005° 24' 36""",35.55,-5.41,,,Asment de Temara,nan,nan,active,,t / yr,,851
789,5816,2003,Morocco,cement - portland,Tangier,nan,Mill,"35° 46' 48"" ","005° 48' 36""",35.78,-5.81,,,Asment de Temara,nan,nan,active,,t / yr,,851
790,5817,2003,Morocco,cement - portland,Temara,nan,Mill,"33° 55' 48"" ","006° 54' 36""",33.93,-6.91,,,"Asment de Temara (Cimentos de Portugal, 57.4%)",nan,nan,active,,t / yr,,851
792,5819,2003,Morocco,clay,"Haddou Ammar, Nador",nan,Mine,"33° 36' 36"" ","003° 43' 48""",33.61,-3.73,,,Antonio Reyes Mine,nan,nan,active,,t / yr,,851
793,5820,2003,Morocco,clay,Tamdafelt,nan,nan,"32° 51' 36"" ","004° 12' 00""",32.86,-4.2,,,Société du Ghassoul et de ses Derives SEFRIOUI SA,nan,nan,active,,t / yr,,851
794,5821,2003,Morocco,cobalt,Bou Azzer,nan,Mine,,,30.57,-5.86,,,Cie de Tifnout Tiranimine,nan,nan,active,,t / yr,,851
795,5822,2003,Morocco,cobalt,"Douar Hajar Mine, Guemassa, Marrakech",nan,Plant,"31° 22' 48"" ","008° 04' 48""",31.38,-8.08,,,"Compagnie Minière de Guemassa (CMG)  (Managem S.A., 74%)",nan,nan,active,,t / yr,,851
796,5823,2003,Morocco,cobalt,"Guemassa, Marrakech",nan,nan,"31° 24' 36"" ","008° 24' 00""",31.41,-8.4,,,"Charbonnages du Maroc (BRPM, 98.89%)",nan,nan,active,,t / yr,,851
797,5824,2003,Morocco,cobalt,Tiouit,nan,nan,"31° 09' 36"" ","005° 47' 24""",31.16,-5.79,,,"Société de Développement du Cuivre de l'Anti-Atlas (SODECAT) (BRPM, 100%)",nan,nan,active,,t / yr,,851
798,5825,2003,Morocco,coal - anthracite,Jérada,nan,nan,"34° 18' 36"" ","002° 09' 36""",34.31,-2.16,,,"Charbonnages du Maroc (BRPM, 98.89%)",nan,nan,active,,t / yr,,851
799,5826,2003,Morocco,copper,Bleida,nan,Mine,,,30.38,-5.44,,,Ste. Minieire de Bou Gaffer,nan,nan,active,,t / yr,,851
800,5827,2003,Morocco,fluorine,Meknes,nan,Mine,,,33.9,-4.55,,,Ste. Anonyme d'Enterprises Minieres,nan,nan,active,,t / yr,,851
801,5828,2003,Morocco,fluorspar,"Hammam, Khémisset",nan,Mine,,,35.16,-3.18,,,"Société Anonyme d'Entreprises Minieres (SAMINE) El Hamman (Managem S.A.,58%)",nan,nan,active,,t / yr,,851
802,5829,2003,Morocco,manganese,"Imini, Ouarzazate",nan,Mine,"30° 55' 12"" ","006° 54' 36""",30.92,-6.91,,,Ste. Anonyme Cherifienne d'Etude Minieres,nan,nan,active,,t / yr,,851
803,5830,2003,Morocco,phosphate,Benguerir,nan,Mine,,,32.77,-5.8,,,Office Chérifien des Phosphates (OCP),nan,nan,active,,t / yr,,851
804,5831,2003,Morocco,phosphate,Khouribga,nan,Mine,,,32.87,-5.63,,,Office Chérifien des Phosphates (OCP),nan,nan,active,,t / yr,,851
805,5832,2003,Morocco,phosphate,Sidi Daoui,nan,Mine,,,32.68,-5.72,,,Office Chérifien des Phosphates (OCP),nan,nan,active,,t / yr,,851
806,5833,2003,Morocco,phosphate,Youssoufia,nan,Mine,,,32.18,-7.5,,,Office Chérifien des Phosphates (OCP),nan,nan,active,,t / yr,,851
807,5834,2003,Morocco,lead,Oued El Heimer,nan,nan,"34° 27' 00"" ","001° 54' 00""",34.45,-1.9,,,"Société des Fonderies de Plomb de Zellidja (SFPZ) (Zellidja S.A., 50.4%)",nan,nan,active,,t / yr,,851
808,5835,2003,Morocco,lead,"Touissit, Jérada",nan,Mine,"34° 28' 12"" ","001° 45' 36""",34.47,-1.76,,,Cie. Miniere de Touissit,nan,nan,active,,t / yr,,851
809,5836,2003,Morocco,lead,"Hajar, Guemassa",nan,Mine,,,31.23,-6.92,,,Cie. Miniere de Guemassa,nan,nan,active,,t / yr,,851
810,5837,2003,Morocco,perlite,"Berrechid, near Casablanca",nan,nan,"33° 15' 36"" ","007° 34' 48""",33.26,-7.58,,,Perlite Inc. (Roche Investments),nan,nan,active,,t / yr,,851
811,5838,2003,Morocco,perlite,Tidiennit,nan,nan,"35° 08' 24"" ","003° 06' 36""",35.14,-3.11,,,"Perlite Roche (Roche Investments, 70%; BRPM, 20%)",nan,nan,active,,t / yr,,851
812,5839,2003,Morocco,petroleum gas - liquified,"Bouhoua, Nador",nan,Plant,"32° 27' 36"" ","006° 46' 48""",32.46,-8.78,,,"Société d'Exploitation des Mines du Rif  (SEFERIF) (BRPM, 100%)",nan,nan,active,12.0,t / yr,,851
813,5840,2003,Morocco,petroleum refinery products,Mohammedia,nan,Refinery,"33° 41' 24"" ","007° 23' 24""",33.69,-7.39,,,"Société Anonyme Marocaine de l'Industrie du Raffinage (SAMIR) (Group Corral Petroleum, 64.7%)",nan,nan,active,,thousand 42 gallon barrels / yr,,851
814,5841,2003,Morocco,petroleum refinery products,Sidi Kacem,nan,nan,"34° 12' 36"" ","005° 42' 00""",34.21,-5.7,,,SAMIR,nan,nan,active,,thousand 42 gallon barrels / yr,,851
815,5842,2003,Morocco,"phosphoric acid - purified, P2O5 content",Jorf Lasfar,nan,nan,"33° 09' 36"" ","008° 37' 48""",33.16,-8.63,,,"Euro-Maroc Phosphore Co. (OCP, 33%; Société Chimique Prayon-Rupel of Belgium, 33%; Chemische Frabrik Budenheim KG of Germany, 33%)",nan,nan,active,,t / yr,,851
816,5843,2003,Morocco,"phosphoric acid, P2O5 content",Safi,nan,nan,"32° 18' 00"" ","009° 13' 48""",32.3,-9.23,,,Office Chérifien des Phosphates  (OCP),nan,nan,active,,t / yr,,851
817,5844,2003,Morocco,"phosphoric acid, P2O5 content",Jorf Lasfar,nan,nan,"33° 09' 36"" ","008° 37' 48""",33.16,-8.63,,,"Indio Maroc Phosphore S.A. (OCP, 50%; K.K. Birla Group of India, 50%)",nan,nan,active,,t / yr,,851
818,5845,2003,Morocco,"phosphoric acid, P2O5 content",Jorf Lasfar,nan,nan,"33° 09' 36"" ","008° 37' 48""",33.16,-8.63,,,Office Chérifien des Phosphates  (OCP),nan,nan,active,,t / yr,,851
819,5846,2003,Morocco,"phosphoric acid, P2O5 content",Safi,nan,nan,"32° 18' 00"" ","009° 13' 48""",32.3,-9.23,,,Office Chérifien des Phosphates  (OCP),nan,nan,active,,t / yr,,851
821,5848,2003,Morocco,salt - marine,"Lac Zima, Safi",nan,nan,"32° 04' 48"" ","008° 39' 36""",32.08,-8.66,,,"Société Chérifienne des Sels (SCS) [BRPM, 50%; Société Nouvelle des Salins du Sine Saloum (SNSSS), 50%]",nan,nan,active,,t / yr,,851
822,5849,2003,Morocco,salt - rock,"Aîn Tekki, Mohammedia",nan,nan,"33° 41' 24"" ","007° 23' 24""",33.69,-7.39,,,"Société de Sel de Mohammedia (SSM) (BRPM, 100%)",nan,nan,active,,t / yr,,851
823,5850,2003,Morocco,steel,Jorf Lasfar,nan,nan,"33° 09' 36"" ","008° 37' 48""",33.16,-8.63,,,"Société Nationale de Sidérurgie (Sonasid) (general public, 31.14%)",nan,nan,active,,t / yr,,851
824,5851,2003,Morocco,steel,Nador,nan,nan,"35° 10' 12"" ","002° 55' 48""",35.17,-2.93,,,Société Nationale de Sidérurgie (Sonasid),nan,nan,active,,t / yr,,851
825,5852,2003,Morocco,steel - rebar,Casablanca,nan,nan,"33° 35' 24"" ","007° 36' 36""",33.59,-7.61,,,Société Nationale de Sidérurgie (Sonasid),nan,nan,active,,t / yr,,851
826,5853,2003,Morocco,steel - rolling,Casablanca,nan,nan,"33° 35' 24"" ","007° 36' 36""",33.59,-7.61,,,Maghreb Steel S.A.,nan,nan,active,,t / yr,,851
827,5854,2003,Morocco,talc,"Taliouine, Ouarzazate",nan,nan,"30° 41' 24"" ","006° 25' 12""",30.69,-6.42,,,Société Zenaga,nan,nan,active,,t / yr,,851
828,5855,2003,Morocco,talc,"Tinjdad, Errachidia",nan,nan,"31° 30' 00"" ","005° 01' 12""",31.5,-5.02,,,Société Zenaga,nan,nan,active,,t / yr,,851
829,5856,2003,Morocco,zinc,Doyar,nan,Mine,,,31.23,-6.92,,,Cie. Miniere de Guemassa,nan,nan,active,,t / yr,,851
830,5857,2003,Morocco,zinc - concentrate,"Aguerd N'Tazoult, Azilal",nan,Mine,"31° 57' 36"" ","006° 33' 36""",31.96,-6.56,,,Société des Mines de Tennous (SOMITE),nan,nan,active,,t / yr,,851
831,5858,2003,Morocco,zinc - concentrate,Drâa Sfar,nan,nan,"35° 06' 36"" ","003° 16' 48""",35.11,-3.28,,,Compagnie Minière de Guemassa (CMG),nan,nan,active,,t / yr,,851
832,5859,2003,Morocco,zinc - concentrate,"Lalla Mimouna, Taza",nan,nan,"34° 51' 00"" ","006° 03' 36""",34.85,-6.06,,,Société Mineral et Substances,nan,nan,active,,t / yr,,851
833,5860,2003,Mozambique,aluminum,Maputo,nan,nan,"14° 50' 51"" ","040° 43' 13""",-14.848,40.72,,,"Mozal SARL (BHP Billiton plc, 47.11%)",nan,nan,active,,t / yr,,851
834,5861,2003,Mozambique,bauxite,Monte Snuta,nan,nan,"18° 50' 00"" ","032° 42' 00""",-18.833,32.8,,,E.C. Meikles (Pty) Ltd. of Zimbabwe,nan,nan,active,,t / yr,,851
835,5862,2003,Mozambique,bentonite,Boane,nan,Mine,"26° 02' 30"" ","032° 19' 31""",-26.042,32.325,,,Cia Desenvolvimento Mineira,nan,nan,active,,t / yr,,851
836,5863,2003,Mozambique,cement,Matola,nan,nan,"25° 57' 44"" ","032° 27' 32""",-25.962,32.459,,,"Cimentos de Mocambique, SARL",nan,nan,active,,t / yr,,851
837,5864,2003,Mozambique,cement,Nacala,nan,nan,"15° 41' 53"" ","038° 17' 01""",-15.698,38.284,,,"Cimentos de Mocambique, SARL",nan,nan,active,,t / yr,,851
838,5865,2003,Mozambique,cement,Dondo,nan,nan,"19° 36' 34"" ","034° 44' 35""",-19.609,34.743,,,"Cimentos de Mocambique, SARL",nan,nan,active,,t / yr,,851
839,5866,2003,Mozambique,coal - bituminous,Moatize,nan,nan,"16° 06' 55"" ","033° 43' 46""",-16.115,33.729,,,Carbomoc,nan,nan,active,,t / yr,,851
